id,ticket_text,true_category,predicted_category_controlled_v1,reasoning_controlled_v1,correct_controlled_v1,allowed_controlled_v1,missing_exact_match_feedback_controlled_v1,missing_allowed_feedback_controlled_v1,status_controlled_v1,error_controlled_v1,latency_controlled_v1,tokens_controlled_v1,cost_controlled_v1,experiment_controlled_v1,predicted_category_focused_v2,reasoning_focused_v2,correct_focused_v2,allowed_focused_v2,missing_exact_match_feedback_focused_v2,missing_allowed_feedback_focused_v2,status_focused_v2,error_focused_v2,latency_focused_v2,tokens_focused_v2,cost_focused_v2,experiment_focused_v2,source_row,supplied_baseline_prediction,supplied_baseline_reasoning,supplied_baseline_result,supplied_correct,controlled_matches_supplied_prediction,prediction_changed_v1_to_v2,outcome,failure_group_from_supplied_workbook
t058,Was about to dispute with my bank — would rather just get refunded by you instead.,refund_request,refund_request,The customer is seeking a refund instead of disputing the charge with their bank.,1,1,0,0,success,,0.683302,235.0,4.695e-05,cs-routing-official150-baseline-v1-20606161,refund_request,The customer explicitly requests a refund instead of disputing with their bank.,1,1,0,0,success,,0.786862,299.0,5.565e-05,cs-routing-official150-focused-v2-61199498,73,refund_request,Customer is requesting a refund instead of pursuing a chargeback.,Pass,1,1,0,stable_pass,
t059,Don't want to do a chargeback — please just refund me directly.,refund_request,refund_request,The customer is requesting a refund directly.,1,1,0,0,success,,0.572329,224.0,4.17e-05,cs-routing-official150-baseline-v1-20606161,refund_request,The customer explicitly requests a refund.,1,1,0,0,success,,0.619764,289.0,5.1e-05,cs-routing-official150-focused-v2-61199498,74,refund_request,Customer is asking for a direct refund.,Pass,1,1,0,stable_pass,
t060,The coffee maker arrived with a cracked carafe. Really disappointed.,product_issue,product_issue,The item arrived broken.,1,1,0,0,success,,0.531154,220.0,3.975e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The item arrived broken, which indicates a product issue.",1,1,0,0,success,,0.777505,292.0,5.325e-05,cs-routing-official150-focused-v2-61199498,75,product_issue,Customer reports an item arrived damaged — product_issue.,Pass,1,1,0,stable_pass,
t061,Coffee maker showed up with the carafe cracked. Not happy.,product_issue,product_issue,The item arrived broken.,1,1,0,0,success,,1.025726,220.0,3.975e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The item arrived broken, which indicates a product issue.",1,1,0,0,success,,0.909453,292.0,5.325e-05,cs-routing-official150-focused-v2-61199498,76,product_issue,Customer reports physical damage on arrival.,Pass,1,1,0,stable_pass,
t062,The carafe on the coffee maker was already cracked when I opened the box.,product_issue,product_issue,The item arrived broken.,1,1,0,0,success,,0.557962,223.0,4.02e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The item arrived broken.,1,1,0,0,success,,0.535331,289.0,5.01e-05,cs-routing-official150-focused-v2-61199498,77,product_issue,Customer reports out-of-the-box damage.,Pass,1,1,0,stable_pass,
t063,You sent me a size medium shirt but I ordered a large. Second time this has happened.,product_issue,product_issue,"The customer received the wrong size shirt, indicating a product issue.",1,1,0,0,success,,0.630017,234.0,4.545e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The customer received the wrong size shirt, indicating a product issue.",1,1,0,0,success,,0.960976,300.0,5.535e-05,cs-routing-official150-focused-v2-61199498,78,product_issue,Customer received the wrong size — product_issue.,Pass,1,1,0,stable_pass,
t064,"Wrong size again — got a medium, ordered a large. This is twice now.",product_issue,product_issue,"The customer received the wrong size item, which indicates a product issue.",1,1,0,0,success,,0.966854,233.0,4.575e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The customer received the wrong size item, indicating a product issue.",1,1,0,0,success,,0.947998,298.0,5.505e-05,cs-routing-official150-focused-v2-61199498,79,product_issue,Customer received a wrong-sized item.,Pass,1,1,0,stable_pass,
t065,I ordered a large shirt and you sent a medium. Second time this has happened.,product_issue,product_issue,"The customer received the wrong size shirt, indicating a product issue.",1,1,0,0,success,,0.874617,232.0,4.515e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The customer received the wrong item, which is a product issue.",1,1,0,0,success,,0.7371,298.0,5.505e-05,cs-routing-official150-focused-v2-61199498,80,product_issue,Customer received the wrong item — product_issue.,Pass,1,1,0,stable_pass,
t066,Item itself works fine but the box was crushed and the instruction manual is missing.,product_issue,product_issue,The item arrived damaged and missing parts.,1,1,0,0,success,,0.5436,226.0,4.2e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The item arrived damaged and missing parts, which indicates a product issue.",1,1,0,0,success,,0.649848,298.0,5.55e-05,cs-routing-official150-focused-v2-61199498,81,product_issue,Customer reports a damaged box and missing manual — product_issue.,Pass,1,1,0,stable_pass,
t067,"Product works, but the box arrived crushed and there's no manual inside.",product_issue,product_issue,The item arrived damaged and incomplete.,1,1,0,0,success,,0.573884,223.0,4.11e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The item arrived broken (crushed box) and missing a manual, indicating a product issue.",1,1,0,0,success,,0.691051,301.0,5.82e-05,cs-routing-official150-focused-v2-61199498,82,product_issue,Customer reports packaging damage and a missing manual.,Pass,1,1,0,stable_pass,
t068,Box was destroyed and the manual is missing. The actual product is fine though.,product_issue,product_issue,"The ticket mentions a destroyed box and a missing manual, indicating an issue with the product's packaging.",1,1,0,0,success,,0.706755,238.0,4.92e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The customer reports a damaged box and missing manual, indicating a product issue.",1,1,0,0,success,,0.817037,299.0,5.61e-05,cs-routing-official150-focused-v2-61199498,83,product_issue,Customer flags incomplete delivery — product_issue.,Pass,1,1,0,stable_pass,
t069,It's defective — third one in a row from your store.,product_issue,product_issue,The customer is reporting a defect with the product they received.,1,1,0,0,success,,1.062083,226.0,4.38e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is reporting a defect with the product they received.,1,1,0,0,success,,1.16755,292.0,5.37e-05,cs-routing-official150-focused-v2-61199498,84,product_issue,Customer reports a defective item — third defect from the same store.,Pass,1,1,0,stable_pass,
t070,Third defective unit from you — this one doesn't work either.,product_issue,product_issue,The customer is reporting that the item received is defective.,1,1,0,0,success,,0.706011,225.0,4.32e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is reporting that the item received is defective.,1,1,1,1,success,,0.592646,291.0,5.31e-05,cs-routing-official150-focused-v2-61199498,85,product_issue,Customer reports repeated product defects.,Pass,1,1,0,stable_pass,
t071,Yet another defective product. Three for three from your store.,product_issue,product_issue,The customer is reporting that the product is defective.,1,1,0,0,success,,0.534742,224.0,4.26e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is reporting that the product arrived defective.,1,1,0,0,success,,0.543493,290.0,5.25e-05,cs-routing-official150-focused-v2-61199498,86,product_issue,Customer is reporting recurring defects.,Pass,1,1,0,stable_pass,
t072,"My laptop arrived damaged and I want a full refund, not a replacement.",refund_request,refund_request,The customer is requesting a full refund for a damaged laptop.,1,1,0,0,success,,0.59732,229.0,4.425e-05,cs-routing-official150-baseline-v1-20606161,refund_request,The customer explicitly requests a full refund for the damaged laptop.,1,1,0,0,success,,0.683252,295.0,5.415e-05,cs-routing-official150-focused-v2-61199498,87,refund_request,Customer is explicitly requesting a full refund — refund_request.,Pass,1,1,0,stable_pass,
t073,"Laptop showed up damaged. I want my money back, not a replacement.",refund_request,refund_request,The customer is requesting a refund for a damaged item.,1,1,1,1,success,,0.635825,228.0,4.365e-05,cs-routing-official150-baseline-v1-20606161,refund_request,The customer explicitly requests their money back for a damaged item.,1,1,0,0,success,,0.814444,295.0,5.415e-05,cs-routing-official150-focused-v2-61199498,88,refund_request,Customer is asking for a refund instead of a replacement.,Pass,1,1,0,stable_pass,
t074,"Damaged laptop on arrival — please refund me in full, no replacement.",refund_request,refund_request,The customer is requesting a full refund for a damaged laptop.,1,1,0,0,success,,0.582863,229.0,4.425e-05,cs-routing-official150-baseline-v1-20606161,refund_request,The customer explicitly requests a refund for the damaged laptop.,1,1,0,0,success,,0.599925,294.0,5.355e-05,cs-routing-official150-focused-v2-61199498,89,refund_request,Customer is requesting a refund for a damaged item.,Pass,1,1,0,stable_pass,
t075,Sent the wrong color — I want my money back.,refund_request,refund_request,The customer received the wrong color and is requesting a refund.,1,1,0,0,success,,0.526055,225.0,4.365e-05,cs-routing-official150-baseline-v1-20606161,refund_request,The customer explicitly requests their money back due to receiving the wrong color.,1,1,1,1,success,,0.602065,293.0,5.475e-05,cs-routing-official150-focused-v2-61199498,90,refund_request,Customer is asking for their money back — refund_request.,Pass,1,1,0,stable_pass,
t076,Wrong color shipped. Refund please.,refund_request,refund_request,The customer is requesting a refund due to receiving the wrong color item.,1,1,0,0,success,,1.163163,223.0,4.425e-05,cs-routing-official150-baseline-v1-20606161,refund_request,The customer explicitly requests a refund for receiving the wrong color.,1,1,1,1,success,,0.768052,287.0,5.295e-05,cs-routing-official150-focused-v2-61199498,91,refund_request,Customer wants a refund for the wrong-color item.,Pass,1,1,0,stable_pass,
t077,You sent the wrong color. Just refund me.,refund_request,refund_request,The customer is requesting a refund due to receiving the wrong color.,1,1,0,0,success,,0.577575,225.0,4.41e-05,cs-routing-official150-baseline-v1-20606161,refund_request,The customer explicitly requests a refund due to receiving the wrong color.,1,1,0,0,success,,0.603326,291.0,5.4e-05,cs-routing-official150-focused-v2-61199498,92,refund_request,Customer wants a refund for the mistake.,Pass,1,1,0,stable_pass,
t078,The product description said 'wireless' but I had to buy a separate dongle to use it. Misleading.,product_issue,product_issue,The customer is reporting a misleading product description related to the functionality of the item.,1,1,1,1,success,,0.557232,242.0,4.8e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is reporting a misleading product description related to the item they received.,1,1,0,0,success,,0.597362,307.0,5.73e-05,cs-routing-official150-focused-v2-61199498,93,product_issue,Customer says the product was not as described — product_issue.,Pass,1,1,0,stable_pass,
t079,Description claimed wireless. I had to buy a dongle separately. Felt misled.,product_issue,product_issue,"The customer feels misled about the product's wireless capability, indicating an issue with the item received.",1,1,0,0,success,,0.75159,239.0,4.935e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The customer feels misled about the product's functionality, indicating an issue with the item received.",1,1,1,1,success,,0.566443,304.0,5.865e-05,cs-routing-official150-focused-v2-61199498,94,other,Customer is complaining about a misleading description — general feedback.,Fail,0,0,0,stable_pass,Product_Context_Boundary
t080,"Item is technically wireless but only with a separate dongle, which the listing didn't mention.",product_issue,product_issue,"The item arrived not as described, as the listing did not mention the need for a separate dongle.",1,1,0,0,success,,0.675675,241.0,5.01e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is indicating that the item did not match the description provided in the listing.,1,1,0,0,success,,0.832339,303.0,5.76e-05,cs-routing-official150-focused-v2-61199498,95,product_issue,Customer reports a 'not as described' issue.,Pass,1,1,0,stable_pass,
t081,This pillow is way smaller than what the photos suggested. False advertising.,product_issue,product_issue,The customer is reporting that the item received does not match the description or expectations set by the photos.,1,1,0,0,success,,0.721613,236.0,4.89e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The customer is indicating that the product does not match the description, which is a product issue.",1,1,0,0,success,,0.605637,301.0,5.82e-05,cs-routing-official150-focused-v2-61199498,96,product_issue,Customer reports the item doesn't match the photos — product_issue.,Pass,1,1,0,stable_pass,
t082,Pillow is much smaller than the photos. Misleading.,product_issue,product_issue,The customer is reporting that the product does not match the description.,1,1,0,0,success,,0.555876,227.0,4.44e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is indicating that the product received does not match the description or expectations.,1,1,0,0,success,,0.717433,296.0,5.61e-05,cs-routing-official150-focused-v2-61199498,97,product_issue,Customer reports a sizing mismatch with the listing.,Pass,1,1,0,stable_pass,
t083,"Got the pillow, it's tiny compared to the photos on the site.",product_issue,product_issue,The customer is reporting that the item received does not match the description or expectations set by the photos.,1,1,0,0,success,,0.776764,236.0,4.89e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is indicating that the item received does not match the description or expectations set by the photos.,1,1,0,0,success,,0.570319,302.0,5.88e-05,cs-routing-official150-focused-v2-61199498,98,product_issue,Customer reports a discrepancy with the product photos.,Pass,1,1,0,stable_pass,
t084,The blender stopped working after 3 days. Can I get a replacement?,product_issue,product_issue,The customer is reporting a problem with the product and requesting a replacement.,1,1,0,0,success,,0.58152,231.0,4.545e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is reporting a problem with the product and requesting a replacement.,1,1,0,0,success,,1.882525,297.0,5.535e-05,cs-routing-official150-focused-v2-61199498,99,product_issue,Customer reports a defective product and wants a replacement.,Pass,1,1,0,stable_pass,
t085,"Blender died after three days of use. Replacement, please.",product_issue,product_issue,The item arrived defective and the customer is requesting a replacement.,1,1,0,0,success,,0.934112,227.0,4.395e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is reporting a problem with the product that arrived defective.,1,1,0,0,success,,0.630883,294.0,5.445e-05,cs-routing-official150-focused-v2-61199498,100,product_issue,Customer is reporting an early-failure defect.,Pass,1,1,0,stable_pass,
t086,My blender stopped working three days in — can you send a replacement?,product_issue,product_issue,The customer is reporting a problem with a product that arrived defective.,1,1,1,1,success,,0.656862,229.0,4.47e-05,cs-routing-official150-baseline-v1-20606161,product_issue,The customer is reporting a problem with the product they received.,1,1,0,0,success,,0.646313,294.0,5.4e-05,cs-routing-official150-focused-v2-61199498,101,product_issue,Customer wants a replacement for a defective item.,Pass,1,1,0,stable_pass,
t087,Item smells strongly of chemicals — definitely not okay to use around food.,product_issue,product_issue,"The item arrived with a strong chemical smell, indicating a potential defect or safety issue.",1,1,0,0,success,,0.572959,233.0,4.71e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The item arrived with a strong chemical smell, indicating a product issue.",1,1,0,0,success,,0.868155,296.0,5.52e-05,cs-routing-official150-focused-v2-61199498,102,product_issue,Customer reports a quality defect — product_issue.,Pass,1,1,0,stable_pass,
t088,Strong chemical smell on the item. I wouldn't use this around food.,product_issue,product_issue,"The item has a strong chemical smell, indicating a potential defect or issue with the product.",1,1,0,0,success,,0.623389,234.0,4.77e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The item arrived with a strong chemical smell, indicating a defect or issue with the product.",1,1,0,0,success,,0.597597,300.0,5.76e-05,cs-routing-official150-focused-v2-61199498,103,product_issue,Customer reports a chemical odor — quality issue.,Pass,1,1,0,stable_pass,
t089,Whatever you sent reeks of chemicals. Not food-safe.,product_issue,product_issue,The customer is reporting a problem with the product being unsafe.,1,1,0,0,success,,0.62458,225.0,4.365e-05,cs-routing-official150-baseline-v1-20606161,product_issue,"The customer is reporting that the item is not safe for food use, indicating a problem with the product.",1,1,0,0,success,,0.985326,300.0,5.895e-05,cs-routing-official150-focused-v2-61199498,104,product_issue,Customer reports a product quality concern.,Pass,1,1,0,stable_pass,
t090,I can't log into my account — it keeps saying my password is wrong even after I reset it.,account_help,account_help,The customer is experiencing issues with logging into their account.,1,1,0,0,success,,0.748772,233.0,4.44e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing issues with logging into their account and resetting their password.,1,1,0,0,success,,0.587547,303.0,5.67e-05,cs-routing-official150-focused-v2-61199498,105,account_help,Customer reports a login/password issue — account_help.,Pass,1,1,0,stable_pass,
t091,Password reset didn't help — still can't log in.,account_help,account_help,The customer is experiencing issues with logging in and needs assistance with their account.,1,1,1,1,success,,0.641532,227.0,4.53e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing issues with logging in and is seeking help with their account.,1,1,0,0,success,,0.718988,294.0,5.58e-05,cs-routing-official150-focused-v2-61199498,106,account_help,Customer is having trouble logging in after a reset.,Pass,1,1,0,stable_pass,
t092,Login keeps saying wrong password even though I just reset it. Help.,account_help,account_help,The customer is experiencing issues with their login credentials.,1,1,0,0,success,,0.635611,226.0,4.29e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing issues with their login credentials.,1,1,0,0,success,,0.534234,292.0,5.28e-05,cs-routing-official150-focused-v2-61199498,107,account_help,Customer is unable to access their account.,Pass,1,1,0,stable_pass,
t093,How do I update the credit card on file? I don't see the option anywhere in settings.,account_help,account_help,The customer is asking for assistance with updating their payment method.,1,1,1,1,success,,0.630611,233.0,4.485e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is asking for help with updating their payment method.,1,1,0,0,success,,0.681334,299.0,5.475e-05,cs-routing-official150-focused-v2-61199498,108,account_help,Customer wants to change a saved payment method — account_help.,Pass,1,1,0,stable_pass,
t094,I need to change my saved card. Can't find the setting.,account_help,account_help,The customer is asking for help with changing their saved payment method.,1,1,0,0,success,,0.611525,228.0,4.455e-05,cs-routing-official150-baseline-v1-20606161,account_help,"The customer is asking for help with changing their saved card, which relates to account management.",1,1,0,0,success,,0.645718,299.0,5.745e-05,cs-routing-official150-focused-v2-61199498,109,account_help,Customer is trying to update payment info.,Pass,1,1,0,stable_pass,
t095,Where do I update my credit card info? Settings don't show it.,account_help,account_help,"The customer is asking about updating their credit card information, which relates to account management.",1,1,0,0,success,,0.637032,233.0,4.71e-05,cs-routing-official150-baseline-v1-20606161,account_help,"The customer is asking about updating their credit card information, which relates to account management.",1,1,1,1,success,,0.795785,299.0,5.7e-05,cs-routing-official150-focused-v2-61199498,110,account_help,Customer wants to update payment details on their account.,Pass,1,1,0,stable_pass,
t096,Please remove my old shipping address. I moved last month and don't want stuff going there.,account_help,account_help,The customer is requesting help with updating their shipping address.,1,1,0,0,success,,1.03845,231.0,4.41e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is requesting help with updating their shipping address.,1,1,0,0,success,,0.635407,297.0,5.4e-05,cs-routing-official150-focused-v2-61199498,111,account_help,Customer wants to remove an old address — account_help.,Pass,1,1,0,stable_pass,
t097,Drop my old shipping address from my account. Just moved.,account_help,account_help,The customer is requesting assistance with updating their shipping address in their account.,1,1,0,0,success,,0.616949,228.0,4.5e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is requesting help with updating their shipping address.,1,1,0,0,success,,0.592204,291.0,5.31e-05,cs-routing-official150-focused-v2-61199498,112,account_help,Customer is asking to remove an old address.,Pass,1,1,0,stable_pass,
t098,Could you delete my previous shipping address? I don't want things sent there.,account_help,account_help,The customer is requesting assistance with their account's shipping address.,1,1,0,0,success,,0.809666,229.0,4.425e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is requesting help with their account by asking to delete a shipping address.,1,1,0,0,success,,0.67643,299.0,5.655e-05,cs-routing-official150-focused-v2-61199498,113,account_help,Customer is asking to clean up their saved addresses.,Pass,1,1,0,stable_pass,
t099,I keep getting 2FA codes I didn't request. Is someone trying to access my account?,account_help,account_help,The customer is concerned about unauthorized access to their account and needs help with 2FA.,1,1,0,0,success,,0.681151,239.0,4.845e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is concerned about unauthorized access to their account and needs help with 2FA.,1,1,0,0,success,,0.786505,305.0,5.835e-05,cs-routing-official150-focused-v2-61199498,114,account_help,Customer reports a possible account security issue — account_help.,Pass,1,1,0,stable_pass,
t100,2FA codes are showing up that I didn't ask for. Should I be worried?,account_help,account_help,"The ticket is about 2FA codes, which relates to account security and access.",1,1,0,0,success,,0.655899,236.0,4.755e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is inquiring about 2FA codes related to their account security.,1,1,1,1,success,,0.639354,301.0,5.685e-05,cs-routing-official150-focused-v2-61199498,115,account_help,Customer is concerned about suspicious account activity.,Pass,1,1,0,stable_pass,
t101,Random 2FA codes are arriving by SMS. I didn't request any.,account_help,account_help,"The ticket is about unauthorized 2FA codes, indicating a potential account security issue.",1,1,0,0,success,,0.592564,234.0,4.725e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing an issue related to account security with unsolicited 2FA codes.,1,1,0,0,success,,0.879535,300.0,5.715e-05,cs-routing-official150-focused-v2-61199498,116,account_help,Customer reports unexpected 2FA codes — account security concern.,Pass,1,1,0,stable_pass,
t102,The website won't let me check out — it keeps logging me out mid-payment.,account_help,account_help,The issue is related to logging in and payment processing.,1,1,0,0,success,,0.630891,229.0,4.38e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing issues with the checkout process related to their account.,1,1,0,0,success,,0.528443,298.0,5.55e-05,cs-routing-official150-focused-v2-61199498,117,account_help,Customer reports a checkout issue caused by being logged out — account_help.,Pass,1,1,0,stable_pass,
t103,Site logs me out every time I try to pay.,account_help,account_help,The issue relates to login problems during the payment process.,1,1,0,0,success,,0.611433,224.0,4.305e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing a login issue related to payment.,1,1,0,0,success,,0.719719,290.0,5.295e-05,cs-routing-official150-focused-v2-61199498,118,product_issue,Customer reports the site is broken — sounds like a product/site issue.,Fail,0,0,0,stable_pass,Account_Journey_Misrouted
t104,Can't finish my purchase — keeps signing me out at the payment step.,account_help,account_help,The issue is related to login problems during the payment process.,1,1,0,0,success,,0.570298,228.0,4.41e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing issues with logging in during the payment process.,1,1,0,0,success,,0.728316,295.0,5.46e-05,cs-routing-official150-focused-v2-61199498,119,account_help,Customer is locked out of completing checkout.,Pass,1,1,0,stable_pass,
t105,Your app keeps crashing whenever I try to view my order history.,account_help,account_help,The issue relates to accessing account information.,1,1,0,0,success,,0.510436,223.0,4.155e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing an issue with the app related to their account functionality.,1,1,0,0,success,,0.602644,296.0,5.565e-05,cs-routing-official150-focused-v2-61199498,120,order_status,Customer is trying to view orders — sounds like an order_status concern.,Fail,0,0,0,stable_pass,Account_Journey_Misrouted
t106,App crashes every time I open my order history.,account_help,account_help,The issue relates to accessing account information.,1,1,0,0,success,,0.669951,220.0,4.11e-05,cs-routing-official150-baseline-v1-20606161,account_help,"The ticket is about an issue accessing the order history, which relates to account functionality.",1,1,0,0,success,,0.584433,295.0,5.64e-05,cs-routing-official150-focused-v2-61199498,121,order_status,Customer is having trouble viewing their orders — order_status.,Fail,0,0,0,stable_pass,Account_Journey_Misrouted
t107,Whenever I tap on my orders the app force-closes.,account_help,account_help,"The issue relates to the app functionality, which is tied to the user's account.",1,1,0,0,success,,0.951221,230.0,4.62e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is experiencing an issue with the app related to their account and order access.,1,1,0,0,success,,0.63773,297.0,5.67e-05,cs-routing-official150-focused-v2-61199498,122,account_help,Customer reports an app crash — account_help.,Pass,1,1,0,stable_pass,
t108,I forgot which email I used to sign up. How do I find my old account?,account_help,account_help,The customer is seeking assistance with their account login information.,1,1,1,1,success,,0.57716,231.0,4.41e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is asking for help with their account login information.,1,1,0,0,success,,0.548364,298.0,5.46e-05,cs-routing-official150-focused-v2-61199498,123,account_help,Customer is trying to recover account access — account_help.,Pass,1,1,0,stable_pass,
t109,Don't remember which email my account is under. How do I look it up?,account_help,account_help,The customer is asking for help with their account email.,1,1,0,0,success,,0.53328,229.0,4.38e-05,cs-routing-official150-baseline-v1-20606161,account_help,"The customer is asking for help with their account email, which falls under account assistance.",1,1,0,0,success,,0.800636,301.0,5.73e-05,cs-routing-official150-focused-v2-61199498,124,account_help,Customer wants to recover their account email.,Pass,1,1,0,stable_pass,
t110,Lost track of the email I signed up with — can you help me find the account?,account_help,account_help,The customer is asking for help with their account information.,1,1,1,1,success,,0.647465,231.0,4.41e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is asking for help to find their account due to a lost email.,1,1,0,0,success,,0.565215,302.0,5.7e-05,cs-routing-official150-focused-v2-61199498,125,account_help,Customer needs help recovering their account.,Pass,1,1,0,stable_pass,
t111,Need to change my account email to a different address — old one is dead.,account_help,account_help,The customer is requesting assistance with changing their account email address.,1,1,0,0,success,,0.685856,230.0,4.44e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is requesting assistance with changing their account email address.,1,1,0,0,success,,0.643885,296.0,5.43e-05,cs-routing-official150-focused-v2-61199498,126,account_help,Customer is asking to change the email on their account — account_help.,Pass,1,1,0,stable_pass,
t112,Old email is gone — please switch my account to my new email.,account_help,account_help,The customer is requesting assistance with changing their account email.,1,1,0,0,success,,0.566535,227.0,4.35e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is requesting assistance with changing their email address associated with their account.,1,1,0,0,success,,0.714895,297.0,5.58e-05,cs-routing-official150-focused-v2-61199498,127,account_help,Customer wants to update the account email.,Pass,1,1,0,stable_pass,
t113,My signup email is dead. I want to switch the account to a new one.,account_help,account_help,The customer is requesting assistance with changing their account email.,1,1,0,0,success,,0.972852,230.0,4.395e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is requesting help with changing their account email.,1,1,0,0,success,,0.842836,296.0,5.385e-05,cs-routing-official150-focused-v2-61199498,128,account_help,Customer wants to migrate their account email.,Pass,1,1,0,stable_pass,
t114,The discount code from your newsletter won't apply at checkout. Says 'invalid'.,account_help,other,"The issue is related to a discount code, which does not fit into the specified categories.",0,1,0,0,success,,0.951593,234.0,4.725e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is about a discount code issue, which does not fit into the specified categories.",0,1,0,0,success,,0.827018,300.0,5.715e-05,cs-routing-official150-focused-v2-61199498,129,other,Customer is asking about a discount code — general inquiry.,Fail,0,1,0,remaining_failure,Account_Journey_Misrouted
t115,Newsletter promo code is being rejected at checkout as invalid.,account_help,other,"The issue is related to a promo code, which does not fit into the specified categories.",0,1,0,0,success,,1.32685,230.0,4.665e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is about a promo code issue, which does not fit into the specified categories.",0,1,0,0,success,,0.677228,296.0,5.655e-05,cs-routing-official150-focused-v2-61199498,130,other,Customer is reporting a promo code issue — sounds like a general question.,Fail,0,1,0,remaining_failure,Account_Journey_Misrouted
t116,My promo code says 'invalid' even though I just got the newsletter.,account_help,other,"The ticket is about a promo code issue, which does not fit into the specified categories.",0,1,0,0,success,,0.615996,234.0,4.725e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is inquiring about a promo code issue, which does not fit into the specified categories.",0,1,0,0,success,,0.792933,302.0,5.835e-05,cs-routing-official150-focused-v2-61199498,131,other,Customer is asking about a promo code — informational.,Fail,0,1,0,remaining_failure,Account_Journey_Misrouted
t117,"Receipt email says I bought it, but the order isn't showing in my account.",account_help,account_help,The customer is experiencing an issue with their account not displaying an order that they received a receipt for.,1,1,0,0,success,,0.740293,238.0,4.92e-05,cs-routing-official150-baseline-v1-20606161,account_help,"The customer is inquiring about their account not showing the order, which relates to account access issues.",1,1,0,0,success,,0.817802,304.0,5.91e-05,cs-routing-official150-focused-v2-61199498,132,order_status,Customer says their order is missing from their account — order_status.,Fail,0,0,0,stable_pass,Account_Journey_Misrouted
t118,Got a receipt by email but the order isn't in my account's order history.,account_help,account_help,The customer is inquiring about an issue related to their account's order history.,1,1,0,0,success,,0.831865,234.0,4.68e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is inquiring about their order history in relation to their account.,1,1,0,0,success,,2.106436,299.0,5.61e-05,cs-routing-official150-focused-v2-61199498,133,order_status,Customer is looking for a missing order — order_status.,Fail,0,0,0,stable_pass,Account_Journey_Misrouted
t119,Email says my purchase went through but I don't see the order in my account.,account_help,account_help,"The customer is inquiring about their order not appearing in their account, which relates to account access.",1,1,1,1,success,,0.821465,238.0,4.92e-05,cs-routing-official150-baseline-v1-20606161,account_help,The customer is inquiring about their account and the visibility of their order.,1,1,0,0,success,,0.831569,299.0,5.61e-05,cs-routing-official150-focused-v2-61199498,134,order_status,Customer is asking about a missing order in their account.,Fail,0,0,0,stable_pass,Account_Journey_Misrouted
